idx,class,sex,age,sibs,par/ch,fare,deck,embarked,survived
219,2,1,29.881137667304014,0,0,8.05,0,2,0
220,1,0,30.0,1,0,13.8583,0,0,1
221,2,1,21.0,0,0,8.05,0,2,0
222,1,0,22.0,0,0,10.5,6,2,1
223,2,1,21.0,0,0,7.7958,0,2,0
224,0,0,53.0,0,0,27.4458,0,0,1
225,2,0,29.881137667304014,0,2,15.2458,0,0,1
226,2,1,23.0,0,0,7.7958,0,2,0
227,2,0,29.881137667304014,0,0,7.75,0,1,1
228,2,1,40.5,0,0,15.1,0,2,0
229,1,1,36.0,0,0,13.0,0,2,0
230,1,1,14.0,0,0,65.0,0,2,0
231,0,0,21.0,0,0,26.55,0,2,1
232,2,1,21.0,1,0,6.4958,0,2,0
233,2,1,29.881137667304014,0,0,7.8792,0,1,0
234,0,1,39.0,1,0,71.2833,3,0,0
235,2,1,20.0,0,0,7.8542,0,2,0
236,0,1,64.0,1,0,75.25,4,0,0
237,2,1,20.0,0,0,7.225,0,0,0
238,1,0,18.0,1,1,13.0,0,2,1
239,0,0,48.0,1,0,106.425,3,0,1
240,0,0,55.0,0,0,27.7208,0,0,1
241,1,0,45.0,0,2,30.0,0,2,1
242,0,1,45.0,1,1,134.5,5,0,0
243,2,1,29.881137667304014,0,0,7.8875,0,2,0
244,2,1,29.881137667304014,1,2,23.45,0,2,0
245,0,1,41.0,1,0,51.8625,4,2,0
246,1,0,22.0,0,0,21.0,0,2,1
247,1,1,42.0,1,1,32.5,0,2,0
248,1,0,29.0,1,0,26.0,0,2,1
249,2,0,29.881137667304014,1,0,14.4542,0,0,1
250,1,0,0.92,1,2,27.75,0,2,1
251,2,1,20.0,0,0,7.925,0,2,0
252,0,1,27.0,1,0,136.7792,3,0,0
253,2,1,24.0,0,0,9.325,0,2,0
254,2,1,32.5,0,0,9.5,0,2,0
255,2,1,29.881137667304014,0,0,7.55,0,2,0
256,2,1,29.881137667304014,0,0,7.75,0,1,0
257,2,1,28.0,0,0,8.05,0,2,0
258,1,0,19.0,0,0,13.0,0,2,1
259,2,1,21.0,0,0,7.775,0,2,0
260,2,1,36.5,1,0,17.4,0,2,0
261,2,1,21.0,0,0,7.8542,0,2,0
262,1,0,29.0,0,2,23.0,0,2,1
263,2,0,1.0,1,1,12.1833,0,2,1
264,1,1,30.0,0,0,12.7375,0,0,0
265,2,1,29.881137667304014,0,0,7.8958,0,2,0
266,0,1,29.881137667304014,0,0,0.0,0,2,0
267,2,1,29.881137667304014,0,0,7.55,0,2,0
268,2,0,29.881137667304014,0,0,8.05,0,2,1
269,2,1,17.0,0,0,8.6625,0,2,0
270,0,1,46.0,0,0,75.2417,3,0,0
271,2,1,29.881137667304014,0,0,7.75,0,1,0
272,0,0,26.0,1,0,136.7792,3,0,1
273,2,0,29.881137667304014,1,0,15.5,0,1,1
274,2,1,29.881137667304014,0,0,7.225,0,0,0
275,1,0,20.0,1,0,26.0,0,2,1
276,1,1,28.0,0,0,10.5,0,2,0
277,1,1,40.0,1,0,26.0,0,2,0
278,1,1,30.0,1,0,21.0,0,2,0
279,1,1,22.0,0,0,10.5,0,2,0
280,2,0,23.0,0,0,8.6625,0,2,1
281,2,1,0.75,1,1,13.775,0,2,0
282,2,0,29.881137667304014,0,0,7.75,0,1,1
283,2,0,9.0,1,1,15.2458,0,0,1
284,2,0,2.0,1,1,20.2125,0,2,1
285,2,1,36.0,0,0,7.25,0,2,0
286,2,1,29.881137667304014,0,0,7.25,0,2,0
287,0,1,24.0,1,0,82.2667,2,2,0
288,2,1,29.881137667304014,0,0,7.2292,5,0,0
289,2,1,29.881137667304014,0,0,8.05,0,2,0
290,0,1,29.881137667304014,0,0,39.6,0,2,0
291,2,0,30.0,0,0,6.95,0,1,1
292,2,1,29.881137667304014,0,0,7.2292,0,0,0
293,0,1,53.0,1,1,81.8583,1,2,0
294,2,1,36.0,0,0,9.5,0,2,0
295,2,1,26.0,0,0,7.8958,0,2,0
296,1,0,1.0,1,2,41.5792,0,0,1
297,2,1,29.881137667304014,2,0,21.6792,0,0,0
298,0,1,30.0,0,0,45.5,0,2,0
299,2,1,29.0,0,0,7.8542,0,2,0
300,2,1,32.0,0,0,7.775,0,2,0
301,1,1,29.881137667304014,0,0,15.0458,0,0,0
302,1,1,43.0,0,1,21.0,0,2,0
303,2,1,24.0,0,0,8.6625,0,2,0
304,2,0,29.881137667304014,0,0,7.75,0,1,1
305,0,0,64.0,1,1,26.55,2,2,1
306,0,1,30.0,1,2,151.55,3,2,0
307,2,1,0.83,0,1,9.35,0,2,0
308,0,1,55.0,1,1,93.5,2,2,0
309,2,0,45.0,1,0,14.1083,0,2,1
310,2,1,18.0,0,0,8.6625,0,2,0
311,2,1,22.0,0,0,7.225,0,0,0
312,2,1,29.881137667304014,0,0,7.575,0,2,0
313,2,0,37.0,0,0,7.75,0,1,1
314,0,0,55.0,0,0,135.6333,3,0,1
315,2,0,17.0,0,0,7.7333,0,1,1
316,0,1,57.0,1,0,146.5208,2,0,0
317,1,1,19.0,0,0,10.5,0,2,0
318,2,1,27.0,0,0,7.8542,0,2,0
319,1,1,22.0,2,0,31.5,0,2,0
320,2,1,26.0,0,0,7.775,0,2,0
321,2,1,25.0,0,0,7.2292,5,0,0
322,1,1,26.0,0,0,13.0,6,2,0
323,0,1,33.0,0,0,26.55,0,2,0
324,0,0,39.0,0,0,211.3375,0,2,1
325,2,1,23.0,0,0,7.05,0,2,0
326,1,0,12.0,2,1,39.0,6,2,1
327,0,1,46.0,0,0,79.2,0,0,0
328,1,1,29.0,1,0,26.0,0,2,0
329,1,1,21.0,0,0,13.0,0,2,0
330,1,0,48.0,0,2,36.75,0,2,1
331,0,1,39.0,0,0,29.7,1,0,0
332,2,1,29.881137667304014,0,0,7.225,0,0,0
333,2,0,19.0,1,1,15.7417,0,0,1
334,2,1,27.0,0,0,7.8958,0,2,0
335,0,1,30.0,0,0,26.0,3,2,0
336,1,1,32.0,0,0,13.0,0,2,0
337,2,1,39.0,0,2,7.2292,0,0,0
338,1,1,25.0,0,0,31.5,0,2,0
339,2,1,29.881137667304014,0,0,7.2292,0,0,0
340,1,1,18.0,0,0,10.5,0,2,0
341,2,1,32.0,0,0,7.5792,0,2,0
342,2,1,29.881137667304014,1,9,69.55,0,2,0
343,0,0,58.0,0,1,512.3292,2,0,1
344,2,1,29.881137667304014,1,1,14.5,0,2,0
345,2,0,16.0,0,0,7.65,0,2,1
346,1,1,26.0,0,0,13.0,0,2,0
347,2,0,38.0,0,0,7.2292,0,0,1
348,1,1,24.0,0,0,13.5,0,2,0
349,1,0,31.0,0,0,21.0,0,2,1
350,0,0,45.0,0,1,63.3583,4,0,1
351,1,1,25.0,0,0,10.5,0,2,0
352,1,1,18.0,0,0,73.5,0,2,0
353,1,1,49.0,1,2,65.0,0,2,0
354,2,0,0.17,1,2,20.575,0,2,1
355,0,1,50.0,0,0,26.0,5,2,0
356,0,0,59.0,2,0,51.4792,3,2,1
357,2,1,29.881137667304014,0,0,7.8792,0,2,0
358,2,1,29.881137667304014,0,0,7.75,0,1,0
359,2,0,30.0,1,0,15.55,0,2,1
360,2,1,14.5,8,2,69.55,0,2,0
361,1,0,24.0,1,1,37.0042,0,0,1
362,1,0,31.0,0,0,21.0,0,2,1
363,2,1,27.0,0,0,8.6625,0,2,0
364,0,0,25.0,1,0,55.4417,5,0,1
365,2,0,29.881137667304014,1,9,69.55,0,2,1
366,2,1,29.881137667304014,1,0,14.4583,0,0,0
367,2,0,22.0,0,0,39.6875,0,2,1
368,0,0,45.0,0,1,59.4,0,0,1
369,1,1,29.0,0,0,13.8583,0,0,0
370,1,1,21.0,1,0,11.5,0,2,0
371,0,0,31.0,0,0,134.5,5,0,1
372,0,1,49.0,0,0,0.0,2,2,0
373,1,1,44.0,0,0,13.0,0,2,0
374,0,0,54.0,1,1,81.8583,1,2,1
375,0,0,45.0,0,0,262.375,0,0,1
376,2,0,22.0,2,0,8.6625,0,2,1
377,1,1,21.0,0,0,11.5,0,2,0
378,0,1,55.0,0,0,50.0,3,2,0
379,2,1,5.0,4,2,31.3875,0,2,0
380,2,1,29.881137667304014,0,0,7.75,0,1,0
381,2,1,26.0,0,0,7.8792,0,1,0
382,2,0,29.881137667304014,0,0,14.5,0,2,1
383,2,0,19.0,1,0,16.1,0,2,1
384,1,1,29.881137667304014,0,0,12.875,0,2,0
385,1,0,24.0,1,2,65.0,0,2,1
386,2,1,24.0,0,0,7.775,0,2,0
387,1,1,57.0,0,0,13.0,0,2,0
388,2,1,21.0,0,0,7.75,0,1,0
389,2,1,6.0,3,1,21.075,0,2,0
390,0,1,23.0,0,0,93.5,2,2,0
391,0,0,51.0,0,1,39.4,4,2,1
392,2,1,13.0,0,2,20.25,0,2,0
393,1,1,47.0,0,0,10.5,0,2,0
394,2,1,29.0,3,1,22.025,0,2,0
395,0,0,18.0,1,0,60.0,3,2,1
396,2,1,24.0,0,0,7.25,0,1,0
397,0,0,48.0,1,1,79.2,2,0,1
398,2,1,22.0,0,0,7.775,0,2,0
399,2,1,31.0,0,0,7.7333,0,1,0
400,0,0,30.0,0,0,164.8667,3,2,1
401,1,1,38.0,1,0,21.0,0,2,0
402,0,0,22.0,0,1,59.4,0,0,1
403,0,1,17.0,0,0,47.1,0,2,0
404,0,1,43.0,1,0,27.7208,4,0,0
405,1,1,20.0,0,0,13.8625,4,0,0
406,1,1,23.0,1,0,10.5,0,2,0
407,0,1,50.0,1,1,211.5,3,0,0
408,2,0,29.881137667304014,0,0,7.7208,0,1,1
409,2,0,3.0,1,1,13.775,0,2,1
410,2,0,29.881137667304014,0,0,7.75,0,1,1
411,0,0,37.0,1,0,90.0,3,1,1
412,2,0,28.0,0,0,7.775,0,2,1
413,2,1,29.881137667304014,0,0,8.05,0,2,0
414,0,0,39.0,0,0,108.9,3,0,1
415,2,1,38.5,0,0,7.25,0,2,0
416,2,1,29.881137667304014,0,0,8.05,0,2,0
417,2,1,29.881137667304014,1,1,22.3583,0,0,0
